F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
-219.81,10.32,2,0.61,0.26,-10.58,0.42,-21.6,-22.14,-31.38,22,-2.87,1.17,8.5,,False
-234.81,7.8,2,0.43,-0.42,-8.88,2.55,-21,-22.14,-23.92,31,-3.87,1.57,9.14,9.72,False
-240.81,7.26,2,0.79,0.14,-6.54,1.86,-22.2,-26.14,-21.68,16,-2.87,1.84,8.46,13.1,True
-327.81,7.11,2,0.86,0.1,-9.22,10.65,-22.62,-18.14,-21.68,15,-37.87,1.38,9.26,,True
-240.81,8.1,2,0.54,0.04,-7.04,1.62,-22.5,-26.14,-23.18,62,-29.87,1.26,9.06,,False
-237.81,10.44,2,0.86,-0.96,-6.28,0.78,-21.36,-26.14,-20.96,3,-10.87,0.4,9.76,,True
-297.81,8.31,2,0.31,1.68,-6.64,0.78,-23.07,-22.14,-20.92,18,-33.87,1.41,8.04,,False
-306.81,-2.04,20,7.25,4.1,4.22,-13.5,-44.01,-28.14,-14.64,330,-34.87,6.2,3.22,10.29,False
-441.81,-3.12,20,5.95,6.24,2.6,-12.12,-45.36,-48.14,-11.22,210,-69.87,12,3.48,11.77,True
-336.81,8.79,2,0.91,4.62,-5.58,6.18,-21.51,-22.14,-24.78,20,-3.87,1.42,8.13,9.94,False
-249.81,12.45,2,0.73,-0.64,-8.48,7.11,-23.16,-26.14,-21.48,6,-25.87,0.38,8.8,,True
-309.81,13.92,2,0.95,-0.08,-7.96,4.41,-20.91,-22.14,-24.72,1,-22.87,1.23,10.58,,False
-324.81,7.26,2,0.11,-0.34,-5.9,0.45,-23.34,-16.14,-20.56,0,-3.87,1.57,12.64,,True
8.19,-2.85,20,7.5,-0.76,1.02,-2.73,-41.76,-48.14,-12.86,335,-229.87,6.55,3.97,10.02,False
-216.81,9.12,2,0.47,2.08,-7.54,0.75,-23.61,-22.14,-20.22,16,-8.87,0.6,10.51,,True
-501.81,-3.69,20,9.75,3.2,0.98,-13.2,-39.36,-28.14,-11.82,100,-119.87,9.8,3.4,12.08,True
-351.81,-4.17,20,9.45,9.08,3.88,-14.34,-41.76,-28.14,-11.92,340,-229.87,13.15,3.32,,False
-96.81,1.02,20,5.05,-2.42,-1.9,-8.07,-36.06,-68.14,-16.24,15,-109.87,6.15,5.71,8.26,False
-531.81,-0.51,20,5.25,2.3,0.72,-7.2,-36.06,-48.14,-14.4,175,-54.87,9.1,6.42,9.36,False
-6.81,-1.38,20,7.35,-0.06,-3.58,-8.88,-35.46,-48.14,-17.04,110,-149.87,8.1,5.79,9.41,False
-273.81,13.35,2,0.43,-0.16,-7.04,11.91,-23.37,-26.14,-22.24,78,-20.87,1.65,9.01,,True
-141.81,-0.3,20,5.25,-2.06,-1.14,-5.67,-37.11,-68.14,-17.42,95,-169.87,6.45,6.01,9.54,False
-141.81,-7.62,20,6.5,0.76,-0.54,-13.29,-43.86,-48.14,-13.26,295,-54.87,10.65,4.23,,True
-276.81,-5.52,20,9.65,0.68,0.34,-12.99,-37.86,-28.14,-11.9,45,-179.87,10.85,5.22,,True
-327.81,15.24,2,0.4,5.26,-6.7,1.23,-22.8,-22.14,-23.38,23,-13.87,1.83,8.21,,False
-441.81,-2.94,20,6.1,1.48,-0.2,-8.64,-35.76,-48.14,-13.44,95,-44.87,10.2,4.55,,False
-231.81,0.9,20,6.9,8.04,3.08,-8.13,-38.01,-48.14,-13.74,325,-14.87,7.65,4.61,,False
-234.81,8.04,2,0.83,0.84,-7.06,4.5,-20.82,-26.14,-25.34,23,-23.87,1.72,8.63,,True
-270.81,9.57,2,0.83,-0.74,-5.98,-0.09,-22.83,-22.14,-20.32,22,-19.87,1.54,11.88,10.95,True
-456.81,-5.79,20,5.75,0.52,3.86,-14.82,-49.41,-28.14,-10.14,305,-54.87,10.55,3.56,12.01,True
-441.81,3.36,20,5.55,3.38,0.62,-3.93,-35.76,-28.14,-17.3,355,-69.87,11.55,6.28,9.06,False
-324.81,12.78,2,0.76,0.64,-6.62,4.23,-21.9,-22.14,-21.98,3,-13.87,1.77,8.64,,False
-276.81,15.51,2,0.47,-0.56,-6.74,1.71,-21.87,-24.14,-22.38,46,-26.87,2.03,9.16,,False
-246.81,9.81,2,0.94,2.2,-9.38,5.58,-20.64,-26.14,-30.5,41,-38.87,1.68,9.62,,False
-306.81,-6.33,20,5.95,2.58,3.1,-9.18,-44.01,-28.14,-13.3,90,-124.87,8.15,3.56,12.05,True
-381.81,-4.35,20,9.9,1.38,1,-13.56,-40.71,-28.14,-18.28,215,-149.87,10.95,5.86,,True
-246.81,9.36,20,6.65,-3.62,-1.34,-3.39,-35.16,-68.14,-15.24,200,-144.87,11.15,5.96,,False
-261.81,0.18,20,9.7,-2.4,0.32,-11.19,-36.81,-58.14,-14.12,215,-214.87,9.8,10.62,,False
-306.81,7.53,2,0.75,2.74,-8.08,7.32,-22.83,-22.14,-21.26,36,-38.87,0.72,9.75,11.54,True
-486.81,-5.46,20,6.55,-0.8,-2.54,0.54,-44.76,-28.14,-15.78,25,-214.87,10.4,3.61,,True
-516.81,-3.06,20,8.1,0.86,3.6,-11.46,-42.21,-28.14,-13.16,275,-164.87,7.5,4.86,9.6,False
-279.81,7.11,2,0.94,3.62,-5.3,2.76,-22.98,-18.14,-22.5,74,-2.87,1.25,7.89,10.77,True
-471.81,2.61,20,5.5,7.74,-4.8,-2.85,-36.36,-28.14,-18.3,305,-219.87,10.1,7.24,8.8,False
-264.81,9.6,2,0.16,2.3,-9.14,6.63,-23.1,-22.14,-23.28,17,-34.87,1.16,8.66,,False
-270.81,10.56,2,1,-0.1,-6.42,3.12,-21.72,-26.14,-20.68,5,-8.87,1.92,8.88,,True
-411.81,-1.59,20,7.05,3,5.08,-15.21,-47.76,-48.14,-11.78,340,-79.87,8.85,3.33,11.58,True
-531.81,-0.12,20,6.3,0.24,0.26,-3,-40.41,-48.14,-26.7,330,-199.87,12.75,4.27,10.04,False
-426.81,1.05,20,7.4,-0.12,0.92,-4.74,-36.81,-48.14,-12.86,25,-114.87,6.95,5.01,,False
-486.81,-6.15,20,8.5,-2.3,3.32,-8.28,-41.76,-48.14,-13.16,45,-224.87,5.95,5.79,11.73,True
23.19,-0.09,20,5.35,-3.06,0.76,-10.89,-39.36,-48.14,-13.96,165,-99.87,14.5,5.76,,False
-321.81,-1.02,20,5.1,-3.32,1.26,-7.59,-39.66,-48.14,-16.66,85,-119.87,14.75,6.69,,False
-36.81,-4.26,20,7.75,-2.38,-1.26,-10.65,-39.66,-48.14,-11.8,300,-64.87,7.5,3.72,11.36,True
-21.81,-4.11,20,6.4,-3.36,1.88,-7.44,-41.01,-48.14,-15.06,110,-179.87,6.7,3.95,,False
-318.81,8.31,2,1,1.7,-5.14,1.44,-23.4,-22.14,-24.2,7,-1.87,0.4,8.53,,True
-231.81,3.72,20,5.25,-0.08,-5.34,-4.56,-36.66,-48.14,-18.02,330,-229.87,5.95,7.25,8.74,False
-261.81,9.81,2,0.11,-0.68,-6.72,8.31,-22.2,-26.14,-22.24,13,-2.87,1.34,9.56,10.67,True
-324.81,7.74,2,0.85,8.68,-5.38,3.09,-23.1,-18.14,-24.46,11,-16.87,1.37,9.48,,True
-246.81,10.26,2,0.05,2,-6.34,2.28,-22.71,-22.14,-21.26,26,-26.87,1.34,8.16,9.94,False
-252.81,11.25,2,0.8,4.5,-9.48,4.14,-21.81,-26.14,-21.16,49,-24.87,1.13,8.45,10.13,False
-324.81,10.17,2,0.63,1.22,-7.04,3.03,-22.53,-18.14,-20.38,24,-3.87,1.01,8.96,,True
-255.81,6.96,2,0.93,0.36,-8.9,3.3,-22.89,-26.14,-25.12,41,-22.87,1.31,8.26,,True
-456.81,-3,20,5.7,-3.24,-0.26,-8.58,-39.81,-28.14,-13.28,40,-154.87,12.8,5.42,,False
-315.81,17.28,2,0,4.76,-6.8,10.8,-23.07,-18.14,-22.84,4,-13.87,1.29,8.75,10.08,False
-231.81,12.96,2,1.05,0.14,-8.08,10.86,-22.2,-22.14,-21.44,26,-28.87,1.84,10.37,12.11,True
8.19,5.49,20,5.6,-3.68,2.88,-12.39,-41.61,-68.14,-16.7,285,-104.87,14,5.8,9.22,False
-330.81,7.32,2,0.74,0.14,-12.2,3.9,-21.99,-18.14,-21.84,14,-17.87,1.77,8.8,,False
-561.81,-2.37,20,6.25,4.06,-0.86,4.17,-37.41,-28.14,-14.34,120,-74.87,10.45,4.19,,False
-276.81,-1.47,20,8.7,-0.5,1.04,-15.78,-47.31,-48.14,-9.68,200,-154.87,6.05,3.28,12.35,True
-240.81,11.7,2,0.49,-0.86,-8.74,13.68,-22.29,-26.14,-21.76,3,-31.87,0.88,10.81,,True
-297.81,8.52,2,0.22,0.44,-5.44,-0.27,-23.58,-18.14,-23.78,20,-4.87,1.64,8.01,,True
-333.81,9.42,2,0.4,0.26,-5.52,5.67,-22.89,-18.14,-22.3,2,-12.87,0.77,10.19,,True
-243.81,11.4,2,0.78,-0.68,-10.74,0.42,-22.05,-22.14,-26.46,16,-44.87,2.07,10.62,11.74,True
-546.81,-1.95,10,9.6,2.2,1.98,-13.59,-36.66,-48.14,-10.36,165,-99.87,7.75,4.1,,True
-228.81,8.31,2,0.18,-0.38,-6.32,0.96,-22.98,-22.14,-23.94,52,-34.87,1.46,8.74,9.96,False
-282.81,7.5,2,0.43,0.58,-14.9,4.14,-23.37,-22.14,-21.38,2,-16.87,0.19,8.11,,True
-201.81,-5.4,20,5.5,-3.46,0.32,-12.06,-44.61,-48.14,-12.26,215,-139.87,11.75,5.42,,True
-237.81,10.74,2,0.19,-1.1,-5.9,0.57,-22.71,-22.14,-21.36,6,-5.87,0.87,9.21,11.54,True
-243.81,9.03,2,0.91,0.06,-6.2,3.27,-20.85,-26.14,-22.5,2,-38.87,0.69,9.32,10.87,False
-228.81,9.39,2,0.16,2.2,-6.98,11.16,-20.82,-26.14,-21.12,9,-6.87,1.6,11.49,11.74,True
-261.81,-0.39,20,8.25,2.08,-3.14,-13.41,-39.66,-58.14,-13.86,65,-144.87,5.2,5.65,11.87,True
-231.81,9.24,2,0.89,-1.6,-10.94,7.02,-21.84,-26.14,-20.66,7,-13.87,1.59,8.79,,True
-291.81,9.6,2,0.75,1.28,-7.64,-0.03,-22.53,-22.14,-20.5,19,-21.87,1.88,7.95,10.99,True
-171.81,1.47,20,6.75,-1.78,1.62,-11.76,-47.61,-48.14,-9.94,270,-84.87,7.6,3.18,11.63,True
-291.81,8.46,2,0.79,4.14,-6.34,1.29,-22.44,-18.14,-20.66,19,-16.87,1.28,10.82,,True
-240.81,8.91,2,0.84,2.28,-5.9,1.17,-23.19,-22.14,-20.76,29,-15.87,0.99,7.93,,True
-246.81,9.3,2,0.48,-0.36,-13.04,1.47,-23.4,-26.14,-26.04,50,-25.87,0.89,9.91,11.08,True
-471.81,2.19,20,6.6,-2.64,1.18,-4.47,-42.51,-28.14,-11.68,15,-174.87,8.9,3.77,,False
-306.81,10.17,2,0.68,2.46,-5.54,2.94,-23.67,-18.14,-20,61,-10.87,1.31,9.02,9.72,True
-321.81,-5.94,20,6.05,0.7,1.54,-13.41,-41.91,-48.14,-11.08,115,-49.87,8.9,4.52,,True
-246.81,-3.6,20,6.15,-3.4,0.2,-9.48,-37.41,-68.14,-15.66,130,-64.87,9.2,5.02,9.36,False
-237.81,7.14,2,0.38,2.26,-5.98,12.36,-23.73,-22.14,-22.42,54,-24.87,1.11,7.87,10.29,True
-333.81,8.01,2,0.86,1.56,-8.96,0.66,-22.53,-22.14,-21,25,-27.87,0.55,9.17,12.27,True
-501.81,-6.96,20,9.6,1.5,3.38,-14.4,-39.06,-48.14,-12.74,295,-94.87,7.8,4.9,10.32,False
-237.81,6.81,2,0.7,3.76,-5.98,-0.27,-23.01,-22.14,-23.1,67,-8.87,1.77,7.94,11.48,True
-306.81,0.18,20,6.25,1.6,3.56,-12.93,-47.31,-28.14,-9.78,360,-34.87,12.75,3.27,,True
-231.81,9.84,2,0.34,1.64,-7.86,2.28,-21.45,-22.14,-20.78,4,0.13,1.22,11.57,,True
-261.81,7.44,2,0.99,8.08,-7.64,4.44,-20.94,-22.14,-21.26,11,-3.87,0.74,8.08,10.74,False
-411.81,-1.44,20,5.9,-0.24,-0.4,-7.56,-38.46,-28.14,-14.26,125,-194.87,5.2,5.33,,False
-306.81,1.26,20,7.4,-0.68,1.24,-7.62,-37.26,-28.14,-13.36,305,-129.87,12.55,5.71,9.91,False
-243.81,12.27,2,0.29,0.18,-5.62,10.29,-22.47,-26.14,-24.76,25,-7.87,0.63,8.67,11.35,False
-186.81,-2.76,20,9.25,-0.6,4.08,-10.59,-36.66,-68.14,-11.24,325,0.13,5.5,3.58,11.98,True
-486.81,-7.26,20,7.65,1.22,2.2,-12.54,-44.91,-48.14,-13.56,125,-119.87,6.85,8.93,11.33,True
-561.81,-3.93,20,7.25,1.3,-0.18,-11.46,-39.51,-48.14,-12.46,265,-99.87,5.55,4.91,,False
-246.81,6.84,0,0.19,-0.72,-6.98,8.4,-23.46,-22.14,-20.64,21,-8.87,1.8,9.7,11.41,True
-186.81,-3.12,20,7.95,-1.18,1.2,-3.75,-37.56,-68.14,-14.42,285,-229.87,14.65,7.23,10.31,False
-441.81,-4.74,20,8.85,1.86,-0.06,-14.16,-42.81,-28.14,-19.46,345,-209.87,8.3,5.25,10.46,False
-546.81,-1.8,20,8.6,2.34,3.42,-12.54,-36.96,-28.14,-15.92,225,-39.87,6.2,5.57,9.83,False
-282.81,7.62,2,0.91,2.86,-8.54,0.93,-23.31,-18.14,-27.3,33,-29.87,0.99,8.85,,True
-501.81,-3.99,20,7.15,1.14,0.2,-8.55,-38.91,-48.14,-13.32,360,-139.87,8.95,4.63,9.81,False
-456.81,-2.25,20,6,0.72,-0.58,-8.37,-38.31,-48.14,-14.72,340,-109.87,8.85,5.86,,False
-441.81,-5.46,20,5.15,4.24,-1.16,-11.25,-46.11,-28.14,-11.28,310,-129.87,14.8,8.67,,False
-516.81,-5.43,20,5.25,-1.56,3.04,-14.34,-47.61,-48.14,-15.78,190,-189.87,12.55,7.67,12.04,True
-306.81,-0.6,20,7.35,-3.06,-2.82,-3.21,-35.61,-48.14,-16.1,190,-209.87,11,6.05,,False
-96.81,-6.36,20,7.85,3.68,3.7,-7.53,-40.11,-48.14,-11.1,340,-74.87,11.7,3.71,,True
-276.81,-2.22,20,5.1,-1.7,2.76,-11.82,-44.76,-48.14,-12.26,15,-84.87,5.05,3.96,,True
-228.81,6.99,2,0.61,3.82,-8.12,2.22,-23.31,-22.14,-24.94,53,-17.87,1.38,8.72,10.97,True
-273.81,7.53,2,0.4,0.06,-6.84,2.37,-23.22,-26.14,-21.5,50,-6.87,0.44,8.77,11.66,True
-222.81,14.55,2,0.02,0.46,-11.86,3.9,-22.95,-22.14,-21.26,36,-10.87,1.87,8.31,,True
-243.81,15.15,2,0.96,-0.66,-5.84,0.36,-22.59,-22.14,-21.48,19,-39.87,0.63,8.21,11.36,False
-231.81,12.33,2,0.82,-0.24,-7.66,2.76,-23.22,-26.14,-21.14,22,-43.87,2.01,8.77,10.81,True
-306.81,8.16,2,0.9,-0.02,-6.58,11.7,-22.26,-22.14,-24.56,18,-36.87,0.62,8.61,11.21,False
-255.81,9.03,2,0.72,4.26,-6.52,1.41,-23.22,-22.14,-22.74,19,-38.87,1.48,9.65,13.09,True
-243.81,9.57,2,0.82,-0.28,-5.68,2.16,-23.52,-26.14,-21.84,4,-44.87,0.99,7.88,12.61,True
-51.81,2.04,20,8.75,-2.54,2.32,-9.57,-36.81,-48.14,-21.56,185,-99.87,10.6,4.56,10.61,False
-303.81,30.06,2,0.82,-0.06,-11.54,8.19,-22.53,-18.14,-24.52,17,-32.87,0.79,10,,True
-237.81,7.86,2,0.67,-0.02,-6.32,5.58,-23.31,-22.14,-21.4,42,-36.87,0.49,9.03,11.96,True
-501.81,-3.51,20,8,-0.62,1.76,-12.96,-38.46,-28.14,-13.2,85,-64.87,12.9,5.63,12.66,True
-426.81,-6.42,20,9.25,-0.1,-0.18,-11.79,-39.51,-28.14,-16.82,55,-199.87,6.95,4.94,10.3,False
-294.81,7.08,2,0.9,0.08,-8.08,5.88,-22.08,-18.14,-21.06,3,-2.87,0.52,7.89,11.47,True
-81.81,-7.56,20,5.4,-0.18,4.06,-14.34,-48.66,-48.14,-14.3,375,-179.87,5.6,3.16,,False
-273.81,7.77,2,0.28,3.82,-5.64,6.03,-22.68,-22.14,-21.86,13,0.13,1.41,11.64,11.84,True
-51.81,-2.97,20,8.55,-0.54,2.56,-12.36,-39.81,-48.14,-12.14,120,-204.87,6.35,4.33,10.74,True
-471.81,-0.69,20,9.5,0.36,3.34,-6.36,-38.16,-28.14,-11.6,35,-159.87,7.15,5.14,10.9,False
-216.81,10.05,2,0.31,-1.56,-8.7,2.19,-21.3,-22.14,-24.98,1,-40.87,1.72,10.83,10.94,True
-264.81,11.82,2,0.05,2.22,-8,13.62,-22.68,-26.14,-22.76,39,-38.87,1.39,8.23,,False
-351.81,-4.53,20,7.9,1.08,-0.22,-9.75,-47.16,-48.14,-10.5,295,-139.87,7.35,5.81,11.26,True
-243.81,13.8,2,0.97,-1.16,-5.88,-0.03,-23.28,-26.14,-20.06,9,-14.87,1.53,7.86,,True
-426.81,-2.34,20,9,2.64,4.68,-11.16,-44.01,-48.14,-10.36,105,-169.87,7.35,2.86,,True
-237.81,15.21,2,0.26,1.08,-15.66,5.7,-22.98,-26.14,-20.54,36,-6.87,1.64,8.27,,True
-531.81,-4.35,20,6.45,1.22,0.62,-10.77,-43.11,-28.14,-12.32,135,-219.87,9.3,4.76,,False
-471.81,0.72,20,9.2,0.72,2.16,-8.82,-37.56,-28.14,-25.76,265,-214.87,5.35,5.58,,False
-426.81,-2.88,20,5.05,-2.2,2.04,-10.8,-42.36,-48.14,-14.64,20,-144.87,9.4,4.14,,False
-309.81,16.53,2,0.93,1.14,-12.92,1.53,-23.22,-22.14,-20.88,5,-26.87,1.46,8.04,,True
-411.81,-5.07,20,9.05,0.48,3.56,-11.76,-38.61,-28.14,-15.1,325,-134.87,12.4,3.77,,False
-276.81,0.42,20,6,-3.74,3.54,-10.02,-40.56,-38.14,-13.76,5,-34.87,10.45,4.56,11.29,False
-246.81,-0.51,20,8,-3.56,3.18,-13.95,-39.66,-48.14,-11.98,150,-24.87,10.75,3.98,11.81,True
-141.81,-3,20,9.05,-2.52,0.04,-12.12,-38.61,-48.14,-13.74,145,-239.87,5.5,8.15,,False
-303.81,14.31,2,0.98,1.6,-6.26,1.08,-22.56,-18.14,-25.4,12,-41.87,1.55,7.95,,False
-306.81,-4.35,20,7,0.24,2.46,-12.75,-39.96,-28.14,-12.9,50,-114.87,5.75,3.77,,False
-264.81,8.01,2,0.42,-0.1,-8.62,1.86,-22.5,-20.14,-22.66,0,-12.87,0.75,8.73,,False
-21.81,4.2,20,5.9,-2.08,-0.14,-1.14,-35.01,-68.14,-15.7,205,-109.87,14.85,7.96,,False
-366.81,-5.61,20,8.35,0.42,1.76,-10.2,-42.06,-28.14,-12.38,65,-194.87,6.55,3.26,,True
23.19,-2.43,20,8.85,-2.98,1.58,-10.29,-36.51,-48.14,-13.62,150,-224.87,10.25,4.5,,False
-255.81,12.84,2,0.22,4.06,-9.96,1.26,-21.42,-26.14,-23.76,18,-15.87,1.59,8.68,10.73,False
-270.81,14.01,0,0.29,1.32,-9.06,0.06,-23.25,-26.14,-21.98,66,-31.87,1.19,10.69,11.08,True
-240.81,14.4,2,0.9,0.1,-7.18,1.53,-22.5,-22.14,-26.8,3,-12.87,0.47,12.08,,True
-291.81,9.93,2,0.22,4.42,-6,2.22,-23.28,-22.14,-23.26,7,-30.87,1.51,8.68,,False
-231.81,-4.98,10,5.2,-1.42,1.62,-10.83,-42.06,-68.14,-10.84,250,-109.87,7.9,6.55,,True
-546.81,-6.36,20,9.8,0.08,-0.36,-14.28,-40.86,-28.14,-14.24,35,-114.87,7.15,3.46,,True
-267.81,9.39,2,0.6,0.5,-6.66,4.83,-22.47,-26.14,-23.44,11,-35.87,0.79,8.07,10.67,False
-258.81,7.41,2,0.27,6.92,-9.42,11.76,-23.07,-26.14,-23.48,40,-8.87,0.76,9.41,,False
-276.81,-0.24,20,8.15,-2.52,-4.42,-8.28,-37.71,-28.14,-14.96,135,-219.87,9.6,5.78,,False
-318.81,11.94,2,0.58,0.44,-7.22,6.33,-22.71,-22.14,-27.06,28,-15.87,0.84,8.95,11.99,True
-561.81,2.19,20,5.85,1.16,1.3,-5.97,-37.26,-48.14,-13.56,210,-89.87,7.9,5.72,,False
-51.81,-0.75,20,6.2,-2.14,0.4,-8.25,-37.86,-68.14,-17.9,110,-209.87,8.8,5.43,,False
-141.81,2.67,20,6.1,-0.76,-1.78,-7.35,-38.61,-48.14,-15.44,140,-204.87,13.5,8.86,9.51,False
-249.81,18.81,2,0.93,0.58,-8.28,7.53,-23.43,-22.14,-20.56,55,-41.87,0.76,8.56,,True
-426.81,-6.6,20,6.55,4.54,-0.22,-13.83,-42.81,-28.14,-12.04,115,-4.87,6.35,3.04,,True
-327.81,11.04,2,0.78,1,-10.12,13.11,-23.37,-22.14,-21.06,34,-22.87,0.81,8.33,,True
-222.81,13.41,2,0.54,-0.86,-10.2,0.03,-23.43,-22.14,-23.78,25,-37.87,1.65,8.89,,True
-456.81,-7.14,20,8.2,6.12,0.6,-15.48,-48.96,-28.14,-11.3,350,-149.87,5.35,4.22,,False
-240.81,8.19,2,0.08,-1.02,-6.1,1.41,-22.65,-26.14,-21,7,-38.87,0.31,8.7,,False
-222.81,8.67,2,0.64,1.4,-10.46,2.79,-21.99,-26.14,-22.66,6,-36.87,1.89,8.87,,True
-426.81,-4.77,20,10.2,0.46,1.1,-3.21,-39.36,-48.14,-11.6,325,-184.87,11.75,3.81,9.58,False
-261.81,-3.93,20,7.15,-2.82,0.82,-8.97,-39.21,-58.14,-14.56,315,-204.87,14.75,4.75,,False
-291.81,5.25,20,5.6,-0.96,-2.22,-2.94,-36.66,-28.14,-16.16,125,-199.87,7.7,6.08,,False
-270.81,19.23,2,0.11,0.46,-6.86,1.71,-22.95,-26.14,-22.1,1,-27.87,1.88,8.11,11.29,True
-324.81,11.76,2,0.76,3.5,-8.52,3.24,-21.09,-22.14,-24,13,-27.87,1.44,8.88,,False
-231.81,8.64,2,0.09,-0.7,-8.38,4.14,-22.23,-26.14,-21.14,48,-31.87,1.36,9,10.28,False
-231.81,-6.9,20,5.75,-2.5,1.58,-13.2,-47.91,-68.14,-10.74,260,-169.87,9.5,3.44,12.19,True
-306.81,-3.72,20,6.55,1.26,4.72,-14.04,-50.31,-48.14,-14.18,215,-154.87,8.25,4.08,11.5,True
-264.81,8.55,2,0.76,-1.3,-5.72,3.33,-22.26,-26.14,-20.62,13,-33.87,1.57,8.29,,True
-231.81,-3.12,20,5.3,1.58,-1.34,-3.27,-38.91,-48.14,-12.96,240,-29.87,7.9,4.58,9.98,False
-264.81,9.39,2,1.02,5.34,-5.96,0.87,-21.99,-22.14,-21.36,19,-13.87,1.41,9.05,,True
-321.81,4.32,20,7.35,2.82,-1.6,-8.88,-37.26,-28.14,-16.78,255,-174.87,5.05,7.3,8.52,False
-306.81,-5.79,20,8.8,1.44,4.64,-5.88,-43.41,-28.14,-10.4,275,-139.87,11.4,4.95,11.35,True
-225.81,8.31,2,0.54,-0.24,-8.68,3.12,-22.65,-22.14,-20.78,61,-24.87,1.68,10.12,,False
-246.81,-4.92,20,5.4,-3.06,1.08,-8.64,-44.46,-68.14,-13.34,255,-214.87,8.75,6.15,,False
-411.81,-6.12,20,5.85,2.52,-4.38,-1.5,-39.66,-28.14,-11.86,345,-19.87,11.3,3.98,10.46,False
-279.81,12.6,2,0.64,3.26,-9.04,9.51,-22.83,-22.14,-24.02,10,-40.87,0.42,11.43,,False
-288.81,10.59,2,1.06,1.92,-6.74,4.47,-21.81,-22.14,-20.64,25,-37.87,1.7,8.11,,False
-318.81,6.78,2,0.62,2.34,-5.9,3.06,-23.55,-18.14,-19.98,16,-4.87,1.17,8.81,,True
-486.81,-2.73,20,6.5,-1.48,3.02,-8.07,-44.31,-48.14,-12.52,110,-199.87,6.25,6.8,10.39,False
-561.81,-5.07,20,5.1,4.54,-3.18,-7.11,-46.11,-28.14,-18.86,175,-229.87,6.3,5.29,,False
-252.81,10.74,2,0.89,3.8,-6.38,4.47,-21.21,-22.14,-21.12,20,-25.87,0.98,9.48,11.44,False
-285.81,7.83,2,0.54,3.32,-6.24,11.61,-21.21,-22.14,-21.84,7,-3.87,2.09,10.23,,False
-228.81,13.65,2,0.95,-0.4,-5.96,0.42,-23.52,-22.14,-21.08,14,-21.87,1.66,8.95,12.22,True
-237.81,7.83,2,0.12,0.4,-10.4,0.42,-23.52,-26.14,-20.44,19,-0.87,1.59,9.02,,True
-282.81,9.96,2,0.84,0.42,-9.14,1.59,-23.19,-18.14,-21.02,12,-35.87,0.28,8.96,11.74,True
-231.81,-3.06,20,6,-2.54,3.78,-11.97,-48.36,-48.14,-12.76,170,-14.87,6.8,2.58,12.18,True
-264.81,8.94,2,0.86,-0.92,-5.58,3.54,-22.92,-22.14,-20.78,28,-40.87,1.81,8.15,12.02,True
-321.81,9.96,2,0.28,-0.3,-12.12,5.7,-22.41,-22.14,-23.12,10,-13.87,0.85,8.48,10.54,False
-471.81,-6.99,20,7.45,3,3.98,-14.37,-42.81,-48.14,-14.1,375,-44.87,10.3,3.93,9.49,False
-306.81,-0.3,20,7.25,-0.32,1,-4.71,-37.56,-48.14,-12.78,340,-124.87,9.5,7.37,,False
-327.81,9.03,2,0.69,0.2,-8.9,2.28,-21.21,-22.14,-22.3,32,-10.87,1.9,8.65,,False
-297.81,9.9,2,0.64,0.56,-5.66,0.36,-22.29,-18.14,-22.4,3,-23.87,0.54,8.31,9.65,False
-279.81,7.86,2,0.35,1.44,-6.72,-0.27,-23.58,-18.14,-22.7,12,-0.87,1.8,8.35,12.06,True
-309.81,13.38,2,0.05,1.9,-7.92,0.21,-22.56,-22.14,-22.24,10,-1.87,1.04,8.11,,False
-486.81,-7.38,20,6.55,2.2,4.24,-12.84,-47.16,-48.14,-9.84,175,-54.87,7.45,2.75,12.59,True
-381.81,-4.44,20,7.3,-0.86,1.42,-11.19,-38.46,-28.14,-16.84,110,-119.87,8.05,6.06,9.83,False
-225.81,9.69,2,0.06,2.04,-19.58,3.45,-23.37,-22.14,-21.4,9,-31.87,1.39,9.16,,True
-21.81,0.36,20,7.65,1.64,-1.7,-7.56,-34.56,-68.14,-15.22,200,-199.87,6.35,5.87,9.39,False
-366.81,-5.22,20,8.75,-0.7,2.42,-9.3,-39.81,-48.14,-13.72,330,-214.87,11.6,4.26,,False
-252.81,10.56,2,0.2,5.44,-6.84,3,-22.62,-22.14,-27.16,12,-27.87,0.97,8.57,,False
-156.81,-6.51,20,9.6,-2.22,2.34,-14.4,-37.56,-48.14,-13.7,110,-74.87,6.95,3.31,12.59,True
-243.81,11.1,0,0.69,0.62,-11.1,2.82,-21.93,-26.14,-20.98,26,-13.87,1.12,9.1,,True
-426.81,-4.89,20,5.6,3.4,3.66,-3.75,-41.61,-48.14,-14.78,185,-19.87,6.2,6.25,,False
-285.81,7.38,2,0.93,1.98,-5.78,4.95,-22.53,-18.14,-26.34,22,-33.87,1.05,8.86,11.29,True
-246.81,15.84,2,0.86,0.14,-5.92,8.76,-22.47,-26.14,-21.64,8,-10.87,2.07,8.14,,True
-276.81,-1.35,20,5.05,-0.8,0.28,-10.65,-37.26,-28.14,-15.96,110,5.13,8.3,5.02,8.97,False
-501.81,-3.6,20,9.45,2.54,1.7,-10.8,-39.06,-28.14,-15.72,330,-224.87,11.1,3.86,9.32,False
